"C3L-02544-06","C3N-00518-01","C3L-00770-11","C3L-00586-03","93e30fd5-e57e-4503-a175-863c7d","C3L-00586-13","C3N-01179-05","C3N-01179-01","C3L-00583-06","C3N-03490-06","C3L-00981-06","C3L-02169-07","C3N-04176-09","C3N-01858-11","C3L-00136-13","C3N-01761-05","C3L-02809-04","C3L-01951-01","C3N-01505-01","C3N-03008-11"
19,10,21,7,3,4,2,6,12,10,15,5,5,27,36,5,11,22,12,53
4295,6008,1931,1087,2940,544,3138,5482,5211,4093,3495,4275,6081,1231,1606,5313,7684,4954,2758,193
11744,12156,6324,11464,15736,4518,8834,13908,12989,7594,8685,8973,10829,10059,3581,10614,17419,22363,15483,4075
956,1625,1407,2752,2080,758,687,1287,1033,1638,631,1030,1321,939,923,905,1262,1437,1234,734
176,448,183,42,106,33,43,116,91,236,71,80,230,92,62,587,677,187,117,145
5730,4457,6682,8983,6143,2891,3871,7893,6005,7362,4682,3152,5215,3701,4073,6924,7963,7938,10143,4588
876,808,375,1510,1486,93,610,1303,886,913,583,503,635,129,90,725,578,1229,1078,109
3569,3319,6953,3083,6692,1464,1310,6590,2154,6889,1412,1151,3324,6983,2905,3131,4146,4220,5127,3857
1798,3115,2651,4892,3465,1394,1349,3302,1909,2428,1225,1372,2098,2672,1232,3441,2081,3136,3640,9326
39,133,778,269,11,166,7,6,33,1446,9,3,7,326,3591,1707,209,7,147,2422
443,542,3654,2366,874,879,181,483,348,379,369,658,1035,555,1255,1496,913,468,310,523
699,938,1882,1819,1746,685,575,1321,734,802,558,701,1130,960,578,1260,929,1213,1488,426
3403,296,72,14,33,13,2029,402,2328,60,1792,11,33,23,95,19,7255,123,54,55
0,6,1,0,0,1,0,0,0,3,0,0,0,0,0,2,3,0,72,3
1463,2049,995,2535,1824,536,1094,1659,1506,2333,1128,1476,1760,994,705,1636,1304,2120,1583,985
2555,2240,6905,4686,3000,2371,1822,4091,2563,2737,2104,2410,3218,3598,3069,3504,2709,3845,3350,1994
607,553,1902,678,924,297,257,1338,527,460,381,937,1144,674,236,1026,782,594,114,53
28978,768,1886,7938,330,806,20268,13924,27822,4196,26697,634,368,4773,130,972,801,16470,1311,7446
7567,3596,831,1667,4642,381,3144,5244,3750,14294,3787,6523,8958,1125,1139,2009,4795,8424,3618,399
9668,1724,518,504,1058,216,5879,2682,9632,1205,6042,4374,5869,560,241,1019,1525,7766,191,257
914,563,789,1480,930,215,495,1020,739,882,735,423,576,330,282,893,559,802,772,110
1037,5777,316,535,1252,154,606,2798,1083,1431,789,721,2692,540,301,5894,3933,4212,2982,1861
3011,3306,3816,3829,2394,1965,2113,3768,3152,3355,2060,2590,3503,3668,2263,3965,3991,4267,3312,2925
1159,694,1355,719,613,328,744,1331,1163,626,1067,796,1388,671,1452,1236,815,1080,621,330
2415,5158,7896,7472,4681,3532,1374,9643,2607,3665,1935,2057,4167,4512,4872,8784,4813,5829,7309,3386
704,343,263,326,500,46,329,1811,510,373,466,1145,1571,318,83,881,193,1230,593,49
5764,8089,10441,24205,7870,7855,4483,11342,7237,4821,3727,4897,6285,8911,4241,6789,4675,15072,6860,4677
5471,5476,4025,7940,3478,2383,3387,2850,5486,1542,3671,2572,3636,2260,1266,3519,4690,3354,4579,1984
369,210,4664,923,1029,761,262,199,655,253,362,205,344,107,462,228,166,483,239,37
6110,3339,7099,5852,4578,1970,4085,6117,5560,6578,4896,5454,7308,2932,1789,6136,4697,5409,6970,1814
0,0,0,0,4,0,0,0,1,1,0,0,1,0,186,1,0,0,7,0
33953,22731,12293,50995,69360,2788,18802,89712,33156,26486,19529,20515,19723,10963,1622,13531,23561,98084,31286,7544
78744,141,12,19,40,12,46736,122,117257,46,84452,9,270,118,850,23,44,240,52,22
717,1542,841,2850,1927,265,419,1575,663,534,375,1236,1155,243,247,941,723,1399,1828,203
558,364,2230,724,1193,235,232,468,366,741,357,357,359,159,490,346,340,274,639,77
